GUID,year,month,rainfall
a5ca2f77-2705-4a8f-baee-ce6df1770224,2014,01,27.394092082977295
bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,2014,01,26.96604374891007
2a5aaf40-e526-4778-a1e2-204d26254d21,2014,01,161.9393964677129
a4e72e84-00bb-4ad5-890e-a9e6734a28ee,2014,01,75.02763557434082
549ed949-4c36-4ab0-b37c-ec9f84ee8e14,2014,01,7.988501907679849
61ea4a3a-5a12-410e-8af0-0d59d828a9dd,2014,01,75.38647787182195
85204056-bac8-48cf-86fe-e4dace89f8d0,2014,01,481.9784240722656
2debcae0-be57-4212-8b92-8a0be7da51a4,2014,01,62.56700325012207
bf20d4f1-d25b-4be3-b8f5-7a2a94a20ecf,2014,01,138.31193464629504
27d0edf7-b070-4943-bb9b-dcee5a4d216e,2014,01,7.032071564854199
03d049e6-6b6d-40e8-8be7-c2d0bf288b51,2014,01,30.46523482982929
9612ac85-d7cd-4b88-b2b9-c7b6db8ab6de,2014,01,0.3702067838346044
c4d7552f-faa1-4bf4-a22e-c9b5d9ee14c2,2014,01,3.2594668722297793
9c36e72c-28fe-463f-8d8a-43ec9be45bc6,2014,01,34.029650006975444
33b1cbcb-fe87-4a85-95cb-6da429e96a44,2014,01,49.24006486250007
cb1e18ff-5846-4576-a2c1-267eb2d43b76,2014,01,35.66489315032959
a4d24382-fdc3-4d00-9100-b548a6242d22,2014,01,88.52364239072926
52405a96-0ce0-44d8-9634-3d0585d5e7fa,2014,01,151.54141998291016
500e72b0-dbef-4fea-b333-bcd8fd377eb9,2014,01,228.86996040674117
dbe63621-0172-44aa-a620-596915232432,2014,01,200.36275437152338
7c810b1f-298c-4f95-a84d-ce460e6e593d,2014,01,54.881378582545686
688a16e9-73e3-4495-8eec-a9ef51d28b4a,2014,01,687.0777526206159
0d97d3e1-4ba2-431a-8404-f13231d663bd,2014,01,4.359903102864021
689dde45-4727-4b7b-9e35-5ddcc5ef2791,2014,01,90.47022731738834
5a37f024-c6e9-444e-832a-57db29915f70,2014,01,6.5776773474559445
3c3c3405-35c5-4143-a7ab-738cf519268d,2014,01,85.05093264319912
c6dc016f-8f6f-4565-8923-77bae728c0aa,2014,01,94.50630950927734
b359383b-d629-4086-b6b3-2bb5380272dc,2014,01,31.29681076388207
af40da08-eeb3-40e9-bd59-41c06c17191f,2014,01,7.963119866606229
5cdb6bf4-89ce-457e-9c53-fb9142d71ba0,2014,01,7.4927483862126385
a110bac5-df80-49f9-8229-263a50d1b6b3,2014,01,-1846.8156372070312
140398f0-b719-4865-aa11-f3dd7a3e137b,2014,01,122.54382327161439
ce1a2871-812b-4f0f-bbad-2e2e96a123c2,2014,01,613.1195005219558
b6d5830a-0a76-4c5e-9b69-9bbc651c6fee,2014,01,5.488594069098034
6a30141b-1259-45ef-9303-9b3087a67606,2014,01,85.85395513454529
57e6170d-3eb1-4cfe-9335-a61c5f2ff534,2014,01,51.856610744033674
9ebcf8c2-5724-465e-93ee-b30f90cc72d2,2014,01,31.483747706693762
a508c5dc-355c-429f-97f9-ceaf092ffa0c,2014,01,285.3290100097656
5e1bff1e-8435-4bf8-ae33-bea5d4269c84,2014,01,30.03241729736328
01f29008-138c-45c3-a1e0-68200f08e1e9,2014,01,6.209213233077443
1c6dac95-666f-4994-abdc-7d788e9d27cd,2014,01,62.73808651311057
29bca7cc-63a9-4125-aba4-d9d7ffaec4f8,2014,01,30.9680780325474
74e60ac9-fe75-4273-9483-536bb1dd9f64,2014,01,10.699860010148326
41c1d495-2f62-42c7-a9be-16e90c179973,2014,01,189.69144720047393
598e205c-5683-49e0-b61e-4b279e6c2082,2014,01,4.5145381012045105
7b9e18fe-ff3c-44de-9b50-b91a8311dddf,2014,01,9.031270236044245
